"Time Stamp","Time Zone","Name","PTID","Load"
"11/30/2020 03:20:00","EST","MHK VL",61756,661.148
"11/30/2020 03:20:00","EST","MILLWD",61759,252.3178
"11/30/2020 03:20:00","EST","N.Y.C.",61761,3901.5835
"11/30/2020 03:20:00","EST","NORTH",61755,533.0333
"11/30/2020 03:20:00","EST","WEST",61752,1397.704
"11/30/2020 03:25:00","EST","CAPITL",61757,1126.9197
"11/30/2020 03:25:00","EST","CENTRL",61754,1470.0474
"11/30/2020 03:25:00","EST","DUNWOD",61760,478.6936
"11/30/2020 03:25:00","EST","GENESE",61753,900.7229
"11/30/2020 03:25:00","EST","HUD VL",61758,785.0769
"11/30/2020 03:25:00","EST","LONGIL",61762,1561.4817
"11/30/2020 03:25:00","EST","MHK VL",61756,648.5059
"11/30/2020 03:25:00","EST","MILLWD",61759,250.3885
"11/30/2020 03:25:00","EST","N.Y.C.",61761,3872.8354
"11/30/2020 03:25:00","EST","NORTH",61755,531.569
"11/30/2020 03:25:00","EST","WEST",61752,1389.7551
"11/30/2020 03:30:00","EST","CAPITL",61757,1124.1616
"11/30/2020 03:30:00","EST","CENTRL",61754,1498.0776
"11/30/2020 03:30:00","EST","DUNWOD",61760,479.6015
"11/30/2020 03:30:00","EST","GENESE",61753,891.5403
"11/30/2020 03:30:00","EST","HUD VL",61758,799.652
"11/30/2020 03:30:00","EST","LONGIL",61762,1568.3176
"11/30/2020 03:30:00","EST","MHK VL",61756,657.4414
"11/30/2020 03:30:00","EST","MILLWD",61759,245.0523
"11/30/2020 03:30:00","EST","N.Y.C.",61761,3904.4084
"11/30/2020 03:30:00","EST","NORTH",61755,544.1483
"11/30/2020 03:30:00","EST","WEST",61752,1388.5793
"11/30/2020 03:35:00","EST","CAPITL",61757,1123.2986
"11/30/2020 03:35:00","EST","CENTRL",61754,1486.8861
"11/30/2020 03:35:00","EST","DUNWOD",61760,482.6567
"11/30/2020 03:35:00","EST","GENESE",61753,885.3055
"11/30/2020 03:35:00","EST","HUD VL",61758,794.085
"11/30/2020 03:35:00","EST","LONGIL",61762,1561.2124
"11/30/2020 03:35:00","EST","MHK VL",61756,658.9081
"11/30/2020 03:35:00","EST","MILLWD",61759,248.7661
"11/30/2020 03:35:00","EST","N.Y.C.",61761,3905.0615
"11/30/2020 03:35:00","EST","NORTH",61755,540.52
"11/30/2020 03:35:00","EST","WEST",61752,1382.8582
"11/30/2020 03:40:00","EST","CAPITL",61757,1130.4752
"11/30/2020 03:40:00","EST","CENTRL",61754,1494.4342
"11/30/2020 03:40:00","EST","DUNWOD",61760,486.5567
"11/30/2020 03:40:00","EST","GENESE",61753,891.6235
"11/30/2020 03:40:00","EST","HUD VL",61758,802.5571
"11/30/2020 03:40:00","EST","LONGIL",61762,1563.2852
"11/30/2020 03:40:00","EST","MHK VL",61756,656.5035
"11/30/2020 03:40:00","EST","MILLWD",61759,245.418
"11/30/2020 03:40:00","EST","N.Y.C.",61761,3873.058
"11/30/2020 03:40:00","EST","NORTH",61755,535.508
"11/30/2020 03:40:00","EST","WEST",61752,1394.3975
"11/30/2020 03:45:00","EST","CAPITL",61757,1136.3447
"11/30/2020 03:45:00","EST","CENTRL",61754,1452.0872
"11/30/2020 03:45:00","EST","DUNWOD",61760,472.6469
"11/30/2020 03:45:00","EST","GENESE",61753,890.2315
"11/30/2020 03:45:00","EST","HUD VL",61758,805.9957
"11/30/2020 03:45:00","EST","LONGIL",61762,1576.4075
"11/30/2020 03:45:00","EST","MHK VL",61756,660.1143
"11/30/2020 03:45:00","EST","MILLWD",61759,243.859
"11/30/2020 03:45:00","EST","N.Y.C.",61761,3890.5188
"11/30/2020 03:45:00","EST","NORTH",61755,541.7137
"11/30/2020 03:45:00","EST","WEST",61752,1392.6594
"11/30/2020 03:50:00","EST","CAPITL",61757,1175.146
"11/30/2020 03:50:00","EST","CENTRL",61754,1450.106
"11/30/2020 03:50:00","EST","DUNWOD",61760,477.873
"11/30/2020 03:50:00","EST","GENESE",61753,889.9584
"11/30/2020 03:50:00","EST","HUD VL",61758,807.1801
"11/30/2020 03:50:00","EST","LONGIL",61762,1581.1414
"11/30/2020 03:50:00","EST","MHK VL",61756,651.2022
"11/30/2020 03:50:00","EST","MILLWD",61759,255.2092
"11/30/2020 03:50:00","EST","N.Y.C.",61761,3908.178
"11/30/2020 03:50:00","EST","NORTH",61755,543.3925
"11/30/2020 03:50:00","EST","WEST",61752,1402.9739
"11/30/2020 03:55:00","EST","CAPITL",61757,1134.5599
"11/30/2020 03:55:00","EST","CENTRL",61754,1489.8398
"11/30/2020 03:55:00","EST","DUNWOD",61760,487.4505
"11/30/2020 03:55:00","EST","GENESE",61753,896.4921
"11/30/2020 03:55:00","EST","HUD VL",61758,801.0589
"11/30/2020 03:55:00","EST","LONGIL",61762,1575.1001
"11/30/2020 03:55:00","EST","MHK VL",61756,660.7617
"11/30/2020 03:55:00","EST","MILLWD",61759,251.4551
"11/30/2020 03:55:00","EST","N.Y.C.",61761,3878.6082
"11/30/2020 03:55:00","EST","NORTH",61755,540.075
"11/30/2020 03:55:00","EST","WEST",61752,1385.8933
"11/30/2020 04:00:00","EST","CAPITL",61757,1135.001
"11/30/2020 04:00:00","EST","CENTRL",61754,1486.3363
"11/30/2020 04:00:00","EST","DUNWOD",61760,480.4324
"11/30/2020 04:00:00","EST","GENESE",61753,894.2281
"11/30/2020 04:00:00","EST","HUD VL",61758,777.9351
"11/30/2020 04:00:00","EST","LONGIL",61762,1567.4904
"11/30/2020 04:00:00","EST","MHK VL",61756,651.8167
"11/30/2020 04:00:00","EST","MILLWD",61759,259.2808
"11/30/2020 04:00:00","EST","N.Y.C.",61761,3880.6733
"11/30/2020 04:00:00","EST","NORTH",61755,546.8523
"11/30/2020 04:00:00","EST","WEST",61752,1412.2416
"11/30/2020 04:05:00","EST","CAPITL",61757,1136.9021
"11/30/2020 04:05:00","EST","CENTRL",61754,1501.5927
"11/30/2020 04:05:00","EST","DUNWOD",61760,482.2563
"11/30/2020 04:05:00","EST","GENESE",61753,897.8163
"11/30/2020 04:05:00","EST","HUD VL",61758,813.5007
"11/30/2020 04:05:00","EST","LONGIL",61762,1564.5597
"11/30/2020 04:05:00","EST","MHK VL",61756,653.2982
"11/30/2020 04:05:00","EST","MILLWD",61759,258.782
"11/30/2020 04:05:00","EST","N.Y.C.",61761,3866.742
"11/30/2020 04:05:00","EST","NORTH",61755,540.5365
"11/30/2020 04:05:00","EST","WEST",61752,1396.7046
"11/30/2020 04:10:00","EST","CAPITL",61757,1146.7231
"11/30/2020 04:10:00","EST","CENTRL",61754,1469.3383
"11/30/2020 04:10:00","EST","DUNWOD",61760,485.1612
"11/30/2020 04:10:00","EST","GENESE",61753,900.0085
"11/30/2020 04:10:00","EST","HUD VL",61758,803.7768
"11/30/2020 04:10:00","EST","LONGIL",61762,1585.5364
"11/30/2020 04:10:00","EST","MHK VL",61756,660.7057
"11/30/2020 04:10:00","EST","MILLWD",61759,250.9285
"11/30/2020 04:10:00","EST","N.Y.C.",61761,3908.289
"11/30/2020 04:10:00","EST","NORTH",61755,539.1427
"11/30/2020 04:10:00","EST","WEST",61752,1402.2881
"11/30/2020 04:15:00","EST","CAPITL",61757,1145.8899
"11/30/2020 04:15:00","EST","CENTRL",61754,1482.3168
"11/30/2020 04:15:00","EST","DUNWOD",61760,484.6308
"11/30/2020 04:15:00","EST","GENESE",61753,903.7168
"11/30/2020 04:15:00","EST","HUD VL",61758,827.6641
"11/30/2020 04:15:00","EST","LONGIL",61762,1584.3557
"11/30/2020 04:15:00","EST","MHK VL",61756,668.7526
"11/30/2020 04:15:00","EST","MILLWD",61759,251.1548
"11/30/2020 04:15:00","EST","N.Y.C.",61761,3900.4424
"11/30/2020 04:15:00","EST","NORTH",61755,549.8543
"11/30/2020 04:15:00","EST","WEST",61752,1423.3871
"11/30/2020 04:20:00","EST","CAPITL",61757,1153.2743
"11/30/2020 04:20:00","EST","CENTRL",61754,1500.8507
"11/30/2020 04:20:00","EST","DUNWOD",61760,481.0407
"11/30/2020 04:20:00","EST","GENESE",61753,906.9141
"11/30/2020 04:20:00","EST","HUD VL",61758,798.9742
"11/30/2020 04:20:00","EST","LONGIL",61762,1586.3506
"11/30/2020 04:20:00","EST","MHK VL",61756,666.2498
"11/30/2020 04:20:00","EST","MILLWD",61759,246.42
"11/30/2020 04:20:00","EST","N.Y.C.",61761,3898.0127
"11/30/2020 04:20:00","EST","NORTH",61755,542.7426
"11/30/2020 04:20:00","EST","WEST",61752,1395.6501
"11/30/2020 04:25:00","EST","CAPITL",61757,1154.9104
"11/30/2020 04:25:00","EST","CENTRL",61754,1533.0657
"11/30/2020 04:25:00","EST","DUNWOD",61760,483.4516
"11/30/2020 04:25:00","EST","GENESE",61753,909.3556
"11/30/2020 04:25:00","EST","HUD VL",61758,816.5206
"11/30/2020 04:25:00","EST","LONGIL",61762,1583.7959
"11/30/2020 04:25:00","EST","MHK VL",61756,664.5779
"11/30/2020 04:25:00","EST","MILLWD",61759,243.2315
"11/30/2020 04:25:00","EST","N.Y.C.",61761,3898.263
"11/30/2020 04:25:00","EST","NORTH",61755,542.9561
"11/30/2020 04:25:00","EST","WEST",61752,1436.1829
"11/30/2020 04:30:00","EST","CAPITL",61757,1155.5773
"11/30/2020 04:30:00","EST","CENTRL",61754,1523.4012
"11/30/2020 04:30:00","EST","DUNWOD",61760,488.8201
"11/30/2020 04:30:00","EST","GENESE",61753,903.7114
"11/30/2020 04:30:00","EST","HUD VL",61758,814.9215
"11/30/2020 04:30:00","EST","LONGIL",61762,1581.8121
"11/30/2020 04:30:00","EST","MHK VL",61756,673.3353
"11/30/2020 04:30:00","EST","MILLWD",61759,251.3556
"11/30/2020 04:30:00","EST","N.Y.C.",61761,3897.6362
"11/30/2020 04:30:00","EST","NORTH",61755,548.614
"11/30/2020 04:30:00","EST","WEST",61752,1419.7513
"11/30/2020 04:35:00","EST","CAPITL",61757,1156.8162
"11/30/2020 04:35:00","EST","CENTRL",61754,1539.6276
"11/30/2020 04:35:00","EST","DUNWOD",61760,481.8129
"11/30/2020 04:35:00","EST","GENESE",61753,910.3484
"11/30/2020 04:35:00","EST","HUD VL",61758,826.993
"11/30/2020 04:35:00","EST","LONGIL",61762,1587.0911
"11/30/2020 04:35:00","EST","MHK VL",61756,671.2943
"11/30/2020 04:35:00","EST","MILLWD",61759,243.5364
"11/30/2020 04:35:00","EST","N.Y.C.",61761,3924.2227
"11/30/2020 04:35:00","EST","NORTH",61755,546.2593
"11/30/2020 04:35:00","EST","WEST",61752,1425.7119
"11/30/2020 04:40:00","EST","CAPITL",61757,1155.927
"11/30/2020 04:40:00","EST","CENTRL",61754,1500.3379
"11/30/2020 04:40:00","EST","DUNWOD",61760,482.931
"11/30/2020 04:40:00","EST","GENESE",61753,909.7929
"11/30/2020 04:40:00","EST","HUD VL",61758,820.2494
"11/30/2020 04:40:00","EST","LONGIL",61762,1589.9099
"11/30/2020 04:40:00","EST","MHK VL",61756,669.6676
"11/30/2020 04:40:00","EST","MILLWD",61759,255.1428
"11/30/2020 04:40:00","EST","N.Y.C.",61761,3919.4724
"11/30/2020 04:40:00","EST","NORTH",61755,553.6856
"11/30/2020 04:40:00","EST","WEST",61752,1429.3065
"11/30/2020 04:45:00","EST","CAPITL",61757,1169.1588
"11/30/2020 04:45:00","EST","CENTRL",61754,1529.6768
"11/30/2020 04:45:00","EST","DUNWOD",61760,488.3171
"11/30/2020 04:45:00","EST","GENESE",61753,914.2195
"11/30/2020 04:45:00","EST","HUD VL",61758,840.038
"11/30/2020 04:45:00","EST","LONGIL",61762,1591.8096
"11/30/2020 04:45:00","EST","MHK VL",61756,678.5178
"11/30/2020 04:45:00","EST","MILLWD",61759,250.3113
"11/30/2020 04:45:00","EST","N.Y.C.",61761,3934.1536
"11/30/2020 04:45:00","EST","NORTH",61755,541.1744
"11/30/2020 04:45:00","EST","WEST",61752,1417.8871
"11/30/2020 04:50:00","EST","CAPITL",61757,1176.5865
"11/30/2020 04:50:00","EST","CENTRL",61754,1542.796
"11/30/2020 04:50:00","EST","DUNWOD",61760,485.8282
"11/30/2020 04:50:00","EST","GENESE",61753,923.3575
"11/30/2020 04:50:00","EST","HUD VL",61758,825.1765
"11/30/2020 04:50:00","EST","LONGIL",61762,1593.5693
"11/30/2020 04:50:00","EST","MHK VL",61756,676.2741
"11/30/2020 04:50:00","EST","MILLWD",61759,255.5599
"11/30/2020 04:50:00","EST","N.Y.C.",61761,3919.561
"11/30/2020 04:50:00","EST","NORTH",61755,535.3602
"11/30/2020 04:50:00","EST","WEST",61752,1431.2549
"11/30/2020 04:55:00","EST","CAPITL",61757,1168.6674
"11/30/2020 04:55:00","EST","CENTRL",61754,1545.3914
"11/30/2020 04:55:00","EST","DUNWOD",61760,492.5496
"11/30/2020 04:55:00","EST","GENESE",61753,926.3916
"11/30/2020 04:55:00","EST","HUD VL",61758,849.746
"11/30/2020 04:55:00","EST","LONGIL",61762,1600.0557
"11/30/2020 04:55:00","EST","MHK VL",61756,673.8453
"11/30/2020 04:55:00","EST","MILLWD",61759,248.924
"11/30/2020 04:55:00","EST","N.Y.C.",61761,3939.773
"11/30/2020 04:55:00","EST","NORTH",61755,553.749
"11/30/2020 04:55:00","EST","WEST",61752,1435.6211
"11/30/2020 05:00:00","EST","CAPITL",61757,1177.5061
"11/30/2020 05:00:00","EST","CENTRL",61754,1561.4437
"11/30/2020 05:00:00","EST","DUNWOD",61760,489.902
"11/30/2020 05:00:00","EST","GENESE",61753,925.877
"11/30/2020 05:00:00","EST","HUD VL",61758,815.1249
"11/30/2020 05:00:00","EST","LONGIL",61762,1613.2498
"11/30/2020 05:00:00","EST","MHK VL",61756,678.6411
"11/30/2020 05:00:00","EST","MILLWD",61759,251.1698
"11/30/2020 05:00:00","EST","N.Y.C.",61761,3956.8967
"11/30/2020 05:00:00","EST","NORTH",61755,558.9058
"11/30/2020 05:00:00","EST","WEST",61752,1439.4492
"11/30/2020 05:05:00","EST","CAPITL",61757,1187.1659
"11/30/2020 05:05:00","EST","CENTRL",61754,1543.6215
"11/30/2020 05:05:00","EST","DUNWOD",61760,485.8144
"11/30/2020 05:05:00","EST","GENESE",61753,931.6262
"11/30/2020 05:05:00","EST","HUD VL",61758,824.2648
"11/30/2020 05:05:00","EST","LONGIL",61762,1624.1672
"11/30/2020 05:05:00","EST","MHK VL",61756,676.1755
"11/30/2020 05:05:00","EST","MILLWD",61759,261.6191
"11/30/2020 05:05:00","EST","N.Y.C.",61761,3946.7935
"11/30/2020 05:05:00","EST","NORTH",61755,562.9139
"11/30/2020 05:05:00","EST","WEST",61752,1462.6843
"11/30/2020 05:10:00","EST","CAPITL",61757,1192.4976
"11/30/2020 05:10:00","EST","CENTRL",61754,1595.3877
"11/30/2020 05:10:00","EST","DUNWOD",61760,491.4312
"11/30/2020 05:10:00","EST","GENESE",61753,943.0037
"11/30/2020 05:10:00","EST","HUD VL",61758,866.7731
"11/30/2020 05:10:00","EST","LONGIL",61762,1635.7408
"11/30/2020 05:10:00","EST","MHK VL",61756,699.331
"11/30/2020 05:10:00","EST","MILLWD",61759,257.6989
"11/30/2020 05:10:00","EST","N.Y.C.",61761,3983.7388
"11/30/2020 05:10:00","EST","NORTH",61755,545.2166
"11/30/2020 05:10:00","EST","WEST",61752,1462.9402
"11/30/2020 05:15:00","EST","CAPITL",61757,1203.5255
"11/30/2020 05:15:00","EST","CENTRL",61754,1609.5319
"11/30/2020 05:15:00","EST","DUNWOD",61760,499.9159
"11/30/2020 05:15:00","EST","GENESE",61753,947.4506
"11/30/2020 05:15:00","EST","HUD VL",61758,852.41
"11/30/2020 05:15:00","EST","LONGIL",61762,1648.8612
"11/30/2020 05:15:00","EST","MHK VL",61756,700.3878
"11/30/2020 05:15:00","EST","MILLWD",61759,260.6581
"11/30/2020 05:15:00","EST","N.Y.C.",61761,4024.2666
"11/30/2020 05:15:00","EST","NORTH",61755,561.1536
"11/30/2020 05:15:00","EST","WEST",61752,1474.8777
"11/30/2020 05:20:00","EST","CAPITL",61757,1214.0884
"11/30/2020 05:20:00","EST","CENTRL",61754,1608.4728
"11/30/2020 05:20:00","EST","DUNWOD",61760,504.139
"11/30/2020 05:20:00","EST","GENESE",61753,952.6071
"11/30/2020 05:20:00","EST","HUD VL",61758,861.8535
"11/30/2020 05:20:00","EST","LONGIL",61762,1643.91
"11/30/2020 05:20:00","EST","MHK VL",61756,698.3171
"11/30/2020 05:20:00","EST","MILLWD",61759,257.1074
"11/30/2020 05:20:00","EST","N.Y.C.",61761,4045.6987
"11/30/2020 05:20:00","EST","NORTH",61755,558.6923
"11/30/2020 05:20:00","EST","WEST",61752,1451.9224
"11/30/2020 05:25:00","EST","CAPITL",61757,1207.523
"11/30/2020 05:25:00","EST","CENTRL",61754,1605.5105
"11/30/2020 05:25:00","EST","DUNWOD",61760,506.0963
"11/30/2020 05:25:00","EST","GENESE",61753,956.3389
"11/30/2020 05:25:00","EST","HUD VL",61758,867.5233
"11/30/2020 05:25:00","EST","LONGIL",61762,1639.7429
"11/30/2020 05:25:00","EST","MHK VL",61756,713.9418
"11/30/2020 05:25:00","EST","MILLWD",61759,258.8503
"11/30/2020 05:25:00","EST","N.Y.C.",61761,4059.554
"11/30/2020 05:25:00","EST","NORTH",61755,555.6284
"11/30/2020 05:25:00","EST","WEST",61752,1458.2655
"11/30/2020 05:30:00","EST","CAPITL",61757,1221.4463
"11/30/2020 05:30:00","EST","CENTRL",61754,1583.6832
"11/30/2020 05:30:00","EST","DUNWOD",61760,505.3307
"11/30/2020 05:30:00","EST","GENESE",61753,961.0394
"11/30/2020 05:30:00","EST","HUD VL",61758,853.8821
"11/30/2020 05:30:00","EST","LONGIL",61762,1654.2539
"11/30/2020 05:30:00","EST","MHK VL",61756,713.7335
"11/30/2020 05:30:00","EST","MILLWD",61759,263.3406
"11/30/2020 05:30:00","EST","N.Y.C.",61761,4069.4077
"11/30/2020 05:30:00","EST","NORTH",61755,564.8293
"11/30/2020 05:30:00","EST","WEST",61752,1467.0334
"11/30/2020 05:35:00","EST","CAPITL",61757,1231.2703
"11/30/2020 05:35:00","EST","CENTRL",61754,1578.0132
"11/30/2020 05:35:00","EST","DUNWOD",61760,504.2429
"11/30/2020 05:35:00","EST","GENESE",61753,969.1393
"11/30/2020 05:35:00","EST","HUD VL",61758,863.0124
"11/30/2020 05:35:00","EST","LONGIL",61762,1671.1476
"11/30/2020 05:35:00","EST","MHK VL",61756,730.872
"11/30/2020 05:35:00","EST","MILLWD",61759,266.1728
"11/30/2020 05:35:00","EST","N.Y.C.",61761,4083.8862
"11/30/2020 05:35:00","EST","NORTH",61755,555.6213
"11/30/2020 05:35:00","EST","WEST",61752,1471.2339
"11/30/2020 05:40:00","EST","CAPITL",61757,1234.0869
"11/30/2020 05:40:00","EST","CENTRL",61754,1639.3776
"11/30/2020 05:40:00","EST","DUNWOD",61760,508.9628
"11/30/2020 05:40:00","EST","GENESE",61753,973.3456
"11/30/2020 05:40:00","EST","HUD VL",61758,882.4469
"11/30/2020 05:40:00","EST","LONGIL",61762,1686.1814
"11/30/2020 05:40:00","EST","MHK VL",61756,733.5508
"11/30/2020 05:40:00","EST","MILLWD",61759,273.4684
"11/30/2020 05:40:00","EST","N.Y.C.",61761,4117.8994
"11/30/2020 05:40:00","EST","NORTH",61755,555.0645
"11/30/2020 05:40:00","EST","WEST",61752,1489.4753
"11/30/2020 05:45:00","EST","CAPITL",61757,1239.2936
"11/30/2020 05:45:00","EST","CENTRL",61754,1647.7377
"11/30/2020 05:45:00","EST","DUNWOD",61760,517.4208
"11/30/2020 05:45:00","EST","GENESE",61753,983.3369
"11/30/2020 05:45:00","EST","HUD VL",61758,874.374
"11/30/2020 05:45:00","EST","LONGIL",61762,1706.2888
"11/30/2020 05:45:00","EST","MHK VL",61756,737.33
"11/30/2020 05:45:00","EST","MILLWD",61759,272.4124
"11/30/2020 05:45:00","EST","N.Y.C.",61761,4147.157
"11/30/2020 05:45:00","EST","NORTH",61755,561.5062
"11/30/2020 05:45:00","EST","WEST",61752,1469.0486
"11/30/2020 05:50:00","EST","CAPITL",61757,1243.4778
"11/30/2020 05:50:00","EST","CENTRL",61754,1672.259
"11/30/2020 05:50:00","EST","DUNWOD",61760,518.5783
"11/30/2020 05:50:00","EST","GENESE",61753,989.0263
"11/30/2020 05:50:00","EST","HUD VL",61758,877.7902
"11/30/2020 05:50:00","EST","LONGIL",61762,1718.0436
"11/30/2020 05:50:00","EST","MHK VL",61756,742.3306
"11/30/2020 05:50:00","EST","MILLWD",61759,267.6184
"11/30/2020 05:50:00","EST","N.Y.C.",61761,4144.6123
"11/30/2020 05:50:00","EST","NORTH",61755,566.9414
"11/30/2020 05:50:00","EST","WEST",61752,1518.2373
"11/30/2020 05:55:00","EST","CAPITL",61757,1252.9788
"11/30/2020 05:55:00","EST","CENTRL",61754,1642.4053
"11/30/2020 05:55:00","EST","DUNWOD",61760,516.7229
"11/30/2020 05:55:00","EST","GENESE",61753,1001.2279
"11/30/2020 05:55:00","EST","HUD VL",61758,859.101
"11/30/2020 05:55:00","EST","LONGIL",61762,1722.8718
"11/30/2020 05:55:00","EST","MHK VL",61756,752.691
"11/30/2020 05:55:00","EST","MILLWD",61759,269.6404
"11/30/2020 05:55:00","EST","N.Y.C.",61761,4199.8496
"11/30/2020 05:55:00","EST","NORTH",61755,568.5441
"11/30/2020 05:55:00","EST","WEST",61752,1518.669
"11/30/2020 06:00:00","EST","CAPITL",61757,1268.437
"11/30/2020 06:00:00","EST","CENTRL",61754,1688.9941
"11/30/2020 06:00:00","EST","DUNWOD",61760,528.3355
"11/30/2020 06:00:00","EST","GENESE",61753,1006.3777
"11/30/2020 06:00:00","EST","HUD VL",61758,887.0156
"11/30/2020 06:00:00","EST","LONGIL",61762,1736.1318
"11/30/2020 06:00:00","EST","MHK VL",61756,742.3806
"11/30/2020 06:00:00","EST","MILLWD",61759,270.0457
"11/30/2020 06:00:00","EST","N.Y.C.",61761,4190.9243
"11/30/2020 06:00:00","EST","NORTH",61755,567.9769
"11/30/2020 06:00:00","EST","WEST",61752,1521.5737
"11/30/2020 06:05:00","EST","CAPITL",61757,1262.4832
"11/30/2020 06:05:00","EST","CENTRL",61754,1705.5227
"11/30/2020 06:05:00","EST","DUNWOD",61760,522.3046
"11/30/2020 06:05:00","EST","GENESE",61753,1013.1107
"11/30/2020 06:05:00","EST","HUD VL",61758,930.3736
"11/30/2020 06:05:00","EST","LONGIL",61762,1749.7925
"11/30/2020 06:05:00","EST","MHK VL",61756,762.147
"11/30/2020 06:05:00","EST","MILLWD",61759,267.999
"11/30/2020 06:05:00","EST","N.Y.C.",61761,4248.9766
"11/30/2020 06:05:00","EST","NORTH",61755,571.7094
"11/30/2020 06:05:00","EST","WEST",61752,1545.7969
"11/30/2020 06:10:00","EST","CAPITL",61757,1273.9973
"11/30/2020 06:10:00","EST","CENTRL",61754,1728.5513
"11/30/2020 06:10:00","EST","DUNWOD",61760,530.8431
"11/30/2020 06:10:00","EST","GENESE",61753,1024.1829
"11/30/2020 06:10:00","EST","HUD VL",61758,911.4951
"11/30/2020 06:10:00","EST","LONGIL",61762,1795.2466
"11/30/2020 06:10:00","EST","MHK VL",61756,772.5605
"11/30/2020 06:10:00","EST","MILLWD",61759,281.9397
"11/30/2020 06:10:00","EST","N.Y.C.",61761,4337.871
"11/30/2020 06:10:00","EST","NORTH",61755,572.788
"11/30/2020 06:10:00","EST","WEST",61752,1561.1592
"11/30/2020 06:15:00","EST","CAPITL",61757,1292.4784
"11/30/2020 06:15:00","EST","CENTRL",61754,1754.3446
"11/30/2020 06:15:00","EST","DUNWOD",61760,550.875
"11/30/2020 06:15:00","EST","GENESE",61753,1038.0824
"11/30/2020 06:15:00","EST","HUD VL",61758,923.318
"11/30/2020 06:15:00","EST","LONGIL",61762,1776.775
"11/30/2020 06:15:00","EST","MHK VL",61756,781.2722
"11/30/2020 06:15:00","EST","MILLWD",61759,277.6747
"11/30/2020 06:15:00","EST","N.Y.C.",61761,4332.9487
"11/30/2020 06:15:00","EST","NORTH",61755,572.7047
"11/30/2020 06:15:00","EST","WEST",61752,1557.4819
"11/30/2020 06:20:00","EST","CAPITL",61757,1309.2812
"11/30/2020 06:20:00","EST","CENTRL",61754,1731.4875
"11/30/2020 06:20:00","EST","DUNWOD",61760,546.0344
"11/30/2020 06:20:00","EST","GENESE",61753,1038.7063
"11/30/2020 06:20:00","EST","HUD VL",61758,940.9948
"11/30/2020 06:20:00","EST","LONGIL",61762,1809.5516
"11/30/2020 06:20:00","EST","MHK VL",61756,790.7014
"11/30/2020 06:20:00","EST","MILLWD",61759,278.4371
"11/30/2020 06:20:00","EST","N.Y.C.",61761,4357.165
"11/30/2020 06:20:00","EST","NORTH",61755,576.7032
"11/30/2020 06:20:00","EST","WEST",61752,1560.842
"11/30/2020 06:25:00","EST","CAPITL",61757,1311.762
"11/30/2020 06:25:00","EST","CENTRL",61754,1731.6876
"11/30/2020 06:25:00","EST","DUNWOD",61760,547.3464
"11/30/2020 06:25:00","EST","GENESE",61753,1045.8337
"11/30/2020 06:25:00","EST","HUD VL",61758,942.279
"11/30/2020 06:25:00","EST","LONGIL",61762,1813.8119
"11/30/2020 06:25:00","EST","MHK VL",61756,803.6013
"11/30/2020 06:25:00","EST","MILLWD",61759,277.9777
"11/30/2020 06:25:00","EST","N.Y.C.",61761,4392.8057
"11/30/2020 06:25:00","EST","NORTH",61755,570.9299
"11/30/2020 06:25:00","EST","WEST",61752,1558.9623
"11/30/2020 06:30:00","EST","CAPITL",61757,1316.2424
"11/30/2020 06:30:00","EST","CENTRL",61754,1732.6608
"11/30/2020 06:30:00","EST","DUNWOD",61760,544.7042
"11/30/2020 06:30:00","EST","GENESE",61753,1043.3434
"11/30/2020 06:30:00","EST","HUD VL",61758,967.6069
"11/30/2020 06:30:00","EST","LONGIL",61762,1842.892
"11/30/2020 06:30:00","EST","MHK VL",61756,810.5053
"11/30/2020 06:30:00","EST","MILLWD",61759,285.9934
"11/30/2020 06:30:00","EST","N.Y.C.",61761,4434.844
"11/30/2020 06:30:00","EST","NORTH",61755,576.6339
"11/30/2020 06:30:00","EST","WEST",61752,1587.3622
"11/30/2020 06:35:00","EST","CAPITL",61757,1329.5995
"11/30/2020 06:35:00","EST","CENTRL",61754,1788.1962
"11/30/2020 06:35:00","EST","DUNWOD",61760,544.896
"11/30/2020 06:35:00","EST","GENESE",61753,1047.0929
"11/30/2020 06:35:00","EST","HUD VL",61758,942.3245
"11/30/2020 06:35:00","EST","LONGIL",61762,1838.4316
"11/30/2020 06:35:00","EST","MHK VL",61756,806.9573
"11/30/2020 06:35:00","EST","MILLWD",61759,277.999
"11/30/2020 06:35:00","EST","N.Y.C.",61761,4441.5664
"11/30/2020 06:35:00","EST","NORTH",61755,584.5756
"11/30/2020 06:35:00","EST","WEST",61752,1590.0806
"11/30/2020 06:40:00","EST","CAPITL",61757,1337.9353
"11/30/2020 06:40:00","EST","CENTRL",61754,1813.6547
"11/30/2020 06:40:00","EST","DUNWOD",61760,556.2376
"11/30/2020 06:40:00","EST","GENESE",61753,1052.9136
"11/30/2020 06:40:00","EST","HUD VL",61758,950.9636
"11/30/2020 06:40:00","EST","LONGIL",61762,1866.9609
"11/30/2020 06:40:00","EST","MHK VL",61756,829.1945
"11/30/2020 06:40:00","EST","MILLWD",61759,289.1003
"11/30/2020 06:40:00","EST","N.Y.C.",61761,4519.1846
"11/30/2020 06:40:00","EST","NORTH",61755,594.7051
"11/30/2020 06:40:00","EST","WEST",61752,1591.042
"11/30/2020 06:45:00","EST","CAPITL",61757,1361.1681
"11/30/2020 06:45:00","EST","CENTRL",61754,1812.8004
